iter	Passed	Remaining
426	12943	17369
427	12980	17348
428	13024	17335
429	13063	17316
430	13098	17292
431	13134	17269
432	13172	17248
433	13203	17219
434	13230	17183
435	13259	17151
436	13284	17115
437	13309	17077
438	13338	17045
439	13365	17011
440	13391	16974
441	13419	16941
442	13451	16913
443	13484	16886
444	13517	16858
445	13546	16826
446	13577	16797
447	13605	16763
448	13634	16731
449	13677	16717
450	13722	16703
451	13757	16679
452	13794	16656
453	13832	16635
454	13867	16610
455	13912	16596
456	13948	16573
457	13981	16545
458	14014	16517
459	14046	16488
460	14089	16473
461	14123	16446
462	14162	16426
463	14203	16407
464	14231	16374
465	14261	16342
466	14292	16312
467	14324	16283
468	14354	16251
469	14384	16220
470	14416	16191
471	14445	16158
472	14475	16127
473	14503	16094
474	14548	16079
475	14599	16071
476	14642	16054
477	14672	16023
478	14702	15991
479	14730	15958
480	14754	15920
481	14783	15888
482	14807	15850
483	14833	15813
484	14858	15777
485	14884	15742
486	14914	15710
487	14946	15681
488	14970	15644
489	15013	15625
490	15053	15605
491	15090	15581
492	15126	15556
493	15163	15531
494	15197	15504
495	15229	15474
496	15260	15444
497	15295	15418
498	15331	15392
499	15357	15357
500	15381	15320
501	15408	15285
502	15454	15269
503	15482	15236
504	15507	15200
505	15539	15170
506	15566	15136
507	15598	15106
508	15625	15073
509	15656	15042
510	15682	15006
511	15710	14974
512	15738	14940
513	15762	14904
514	15790	14870
515	15819	14838
516	15846	14804
517	15873	14769
518	15900	14736
519	15946	14719
520	15974	14686
521	15999	14650
522	16025	14615
523	16055	14584
524	16078	14547
525	16105	14513
526	16128	14475
527	16158	14445
528	16187	14413
529	16212	14377
530	16238	14342
531	16266	14309
532	16295	14277
533	16321	14242
534	16347	14208
535	16373	14173
536	16401	14141
537	16431	14110
538	16455	14074
539	16491	14048
540	16521	14017
541	16552	13987
542	16583	13957
543	16613	13926
544	16640	13892
545	16672	13863
546	16711	13839
547	16747	13813
548	16776	13781
549	16804	13749
550	16833	13717
551	16866	13688
552	16899	13660
553	16929	13628
554	16957	13596
555	16993	13570
556	17023	13539
557	17059	13513
558	17092	13484
559	17155	13479
560	17235	13486
561	17316	13495
562	17362	13476
563	17403	13453
564	17448	13433
565	17490	13411
566	17534	13390
567	17567	13361
568	17614	13342
569	17662	13324
570	17703	13300
571	17734	13269
572	17778	13248
573	17816	13222
574	17859	13200
575	17893	13171
576	17931	13145
577	17975	13123
578	18021	13104
579	18062	13079
580	18095	13049
581	18134	13024
582	18173	12999
583	18212	12973
584	18247	12944
585	18284	12917
586	18322	12891
587	18355	12861
588	18392	12834
589	18421	12801
590	18453	12770
591	18490	12743
592	18521	12711
593	18551	12680
594	18590	12654
595	18620	12622
596	18658	12595
597	18699	12570
598	18737	12543
599	18765	12510
600	18800	12481
601	18831	12449
602	18864	12419
603	18900	12391
604	18930	12359
605	18961	12328
606	18995	12298
607	19026	12267
608	19056	12235
609	19083	12200
610	19123	12175
611	19154	12143
612	19182	12110
613	19218	12081
614	19244	12047
615	19276	12016
616	19309	11986
617	19341	11955
618	19373	11924
619	19404	11892
620	19434	11861
621	19457	11824
622	19484	11790
623	19508	11755
624	19546	11728
625	19575	11695
626	19606	11663
627	19642	11635
628	19673	11603
629	19705	11573
630	19737	11542
631	19770	11511
632	19802	11481
633	19839	11452
634	19884	11429
635	19923	11402
636	19963	11376
637	19992	11343
638	20021	11311
639	20053	11280
640	20090	11251
641	20122	11220
642	20152	11188
643	20184	11157
644	20217	11127
645	20252	11098
646	20295	11073
647	20336	11047
648	20381	11022
649	20428	10999
650	20463	10970
651	20511	10948
652	20546	10918
653	20573	10884
654	20601	10851
655	20628	10817
656	20652	10782
657	20678	10747
658	20707	10714
659	20730	10679
660	20765	10649
661	20797	10618
662	20825	10585
663	20860	10555
664	20884	10520
665	20918	10490
666	20942	10455
667	20976	10425
668	21005	10392
669	21033	10360
670	21059	10325
671	21084	10291
672	21121	10262
673	21145	10227
674	21180	10197
675	21208	10165
676	21243	10135
677	21271	10102
678	21294	10066
679	21327	10036
680	21354	10003
681	21385	9971
682	21414	9938
683	21442	9906
684	21469	9872
685	21491	9837
686	21527	9807
687	21566	9780
688	21604	9751
689	21631	9718
690	21658	9685
691	21685	9651
692	21717	9620
693	21746	9588
694	21768	9553
695	21799	9521
696	21827	9489
697	21857	9457
698	21885	9424
699	21913	9391
700	21940	9358
701	21970	9326
702	22006	9296
703	22040	9266
704	22097	9246
705	22147	9222
706	22186	9194
707	22216	9162
708	22248	9131
709	22278	9099
710	22310	9068
711	22333	9033
712	22362	9001
713	22396	8970
714	22440	8945
715	22470	8912
716	22506	8883
717	22543	8854
718	22587	8827
719	22616	8795
720	22647	8763
721	22680	8732
722	22706	8699
723	22738	8668
724	22763	8634
725	22795	8603
726	22827	8572
727	22859	8540
728	22888	8508
729	22912	8474
730	22943	8442
731	22981	8413
732	23020	8385
733	23049	8353
734	23076	8319
735	23115	8291
736	23140	8257
737	23173	8227
738	23202	8194
739	23237	8164
740	23279	8136
741	23318	8107
742	23350	8076
743	23380	8044
744	23409	8012
745	23440	7981
746	23477	7951
747	23504	7918
748	23544	7890
749	23583	7861
750	23621	7831
751	23652	7800
752	23682	7768
753	23713	7736
754	23747	7706
755	23778	7674
756	23805	7641
757	23840	7611
758	23881	7582
759	23919	7553
760	23944	7520
761	23978	7489
762	24006	7456
763	24040	7426
764	24071	7394
765	24100	7362
766	24132	7331
767	24163	7299
768	24193	7267
769	24228	7236
770	24270	7208
771	24316	7181
772	24355	7152
773	24400	7124
774	24437	7094
775	24475	7065
776	24516	7036
777	24571	7011
778	24612	6982
779	24648	6952
780	24684	6921
781	24721	6891
782	24762	6862
783	24809	6835
784	24844	6804
785	24886	6775
786	24938	6749
787	24973	6718
788	25010	6688
789	25041	6656
790	25077	6625
791	25104	6593
792	25138	6561
793	25174	6531
794	25208	6500
795	25241	6469
796	25276	6438
797	25312	6407
798	25456	6403
799	25484	6371
800	25510	6337
801	25537	6304
802	25569	6273
803	25604	6242
804	25649	6213
805	25679	6180
806	25711	6149
807	25746	6117
808	25779	6086
809	25810	6054
810	25841	6022
811	25877	5991
812	25922	5962
813	25969	5934
814	26021	5906
815	26087	5882
816	26133	5853
817	26167	5822
818	26198	5789
819	26224	5756
820	26261	5725
821	26284	5691
822	26314	5659
823	26359	5630
824	26404	5601
825	26448	5571
826	26513	5546
827	26557	5516
828	26593	5485
829	26624	5453
830	26658	5421
831	26683	5388
832	26711	5355
833	26745	5323
834	26773	5290
835	26803	5258
836	26830	5225
837	26865	5193
838	26897	5161
839	26935	5130
840	26972	5099
841	27003	5067
842	27036	5035
843	27076	5004
844	27109	4972
845	27142	4940
846	27177	4909
847	27206	4876
848	27236	4844
849	27265	4811
850	27292	4778
851	27324	4746
852	27363	4715
853	27396	4683
854	27426	4651
855	27458	4619
856	27492	4587
857	27521	4554
858	27544	4521
859	27573	4488
860	27597	4455
861	27619	4421
862	27648	4389
863	27677	4356
864	27705	4323
865	27734	4291
866	27758	4258
867	27786	4225
868	27816	4193
869	27842	4160
870	27870	4127
871	27900	4095
872	27932	4063
873	27961	4031
874	27992	3998
875	28028	3967
876	28051	3934
877	28079	3901
878	28112	3869
879	28142	3837
880	28174	3805
881	28205	3773
882	28236	3741
883	28268	3709
884	28300	3677
885	28338	3646
886	28369	3614
887	28401	3582
888	28441	3551
889	28482	3520
890	28514	3488
891	28544	3456
892	28577	3424
893	28614	3392
894	28651	3361
895	28685	3329
896	28711	3296
897	28748	3265
898	28776	3232
899	28805	3200
900	28834	3168
901	28859	3135
902	28893	3103
903	28924	3071
904	28956	3039
905	28986	3007
906	29019	2975
907	29052	2943
908	29085	2911
909	29114	2879
910	29145	2847
911	29174	2815
912	29202	2782
913	29231	2750
914	29263	2718
915	29300	2686
916	29339	2655
917	29373	2623
918	29402	2591
919	29432	2559
920	29464	2527
921	29495	2495
922	29568	2466
923	29596	2434
924	29626	2402
925	29657	2370
926	29692	2338
927	29725	2306
928	29752	2273
929	29782	2241
930	29814	2209
931	29847	2177
932	29881	2145
933	29913	2113
934	29945	2081
935	29979	2049
936	30010	2017
937	30043	1985
938	30071	1953
939	30103	1921
940	30137	1889
941	30170	1857
942	30201	1825
943	30236	1793
944	30270	1761
945	30297	1729
946	30332	1697
947	30357	1665
948	30391	1633
949	30423	1601
950	30458	1569
951	30488	1537
952	30518	1505
953	30549	1473
954	30579	1440
955	30613	1408
956	30656	1377
957	30692	1345
958	30730	1313
959	30764	1281
960	30796	1249
961	30827	1217
962	30863	1185
963	30894	1153
964	30922	1121
965	30960	1089
966	30988	1057
967	31018	1025
968	31053	993
969	31079	961
970	31112	929
971	31138	896
972	31169	864
973	31201	832
974	31235	800
975	31268	768
976	31300	736
977	31334	704
978	31366	672
979	31400	640
980	31430	608
981	31461	576
982	31493	544
983	31526	512
984	31559	480
985	31595	448
986	31624	416
987	31648	384
988	31677	352
989	31712	320
990	31743	288
991	31774	256
992	31808	224
993	31837	192
994	31870	160
995	31897	128
996	31930	96
997	31962	64
998	31993	32
999	32026	0
