iter	Passed	Remaining
411	9451	13488
412	9469	13459
413	9494	13438
414	9512	13408
415	9533	13384
416	9554	13358
417	9573	13329
418	9591	13299
419	9610	13271
420	9628	13242
421	9649	13216
422	9670	13191
423	9689	13163
424	9708	13134
425	9727	13106
426	9745	13077
427	9774	13063
428	9795	13038
429	9814	13010
430	9834	12983
431	9853	12955
432	9871	12927
433	9892	12901
434	9911	12873
435	9933	12849
436	9954	12824
437	9973	12797
438	9994	12772
439	10014	12745
440	10036	12722
441	10056	12696
442	10074	12667
443	10093	12639
444	10114	12614
445	10133	12587
446	10152	12559
447	10171	12532
448	10189	12504
449	10211	12481
450	10238	12463
451	10257	12436
452	10276	12409
453	10298	12384
454	10319	12360
455	10339	12334
456	10359	12308
457	10378	12281
458	10398	12255
459	10416	12228
460	10438	12205
461	10458	12178
462	10492	12169
463	10521	12154
464	10548	12136
465	10570	12112
466	10589	12086
467	10609	12060
468	10628	12033
469	10650	12010
470	10678	11993
471	10697	11967
472	10717	11941
473	10754	11934
474	10784	11919
475	10814	11905
476	10844	11890
477	10878	11880
478	10912	11869
479	10943	11855
480	10976	11843
481	11012	11834
482	11045	11822
483	11076	11809
484	11108	11795
485	11141	11783
486	11180	11777
487	11218	11769
488	11253	11759
489	11285	11746
490	11317	11732
491	11349	11718
492	11379	11703
493	11409	11686
494	11444	11675
495	11474	11660
496	11511	11650
497	11546	11639
498	11578	11625
499	11610	11610
500	11643	11597
501	11680	11587
502	11711	11571
503	11743	11556
504	11776	11543
505	11814	11534
506	11849	11522
507	11881	11507
508	11919	11498
509	11950	11482
510	11983	11467
511	12016	11453
512	12048	11438
513	12081	11423
514	12100	11395
515	12118	11367
516	12138	11339
517	12156	11311
518	12180	11288
519	12199	11260
520	12223	11237
521	12242	11211
522	12263	11184
523	12284	11158
524	12306	11134
525	12327	11108
526	12349	11084
527	12368	11056
528	12389	11030
529	12411	11006
530	12430	10979
531	12450	10952
532	12475	10930
533	12500	10908
534	12521	10883
535	12543	10858
536	12563	10832
537	12587	10809
538	12615	10789
539	12639	10767
540	12668	10748
541	12693	10726
542	12719	10704
543	12743	10681
544	12762	10654
545	12782	10628
546	12812	10610
547	12833	10585
548	12854	10560
549	12873	10532
550	12894	10507
551	12912	10479
552	12932	10453
553	12956	10430
554	12976	10404
555	12996	10378
556	13015	10351
557	13036	10326
558	13057	10301
559	13078	10275
560	13096	10248
561	13114	10220
562	13132	10193
563	13151	10166
564	13171	10140
565	13194	10117
566	13214	10091
567	13234	10065
568	13254	10039
569	13274	10013
570	13293	9987
571	13312	9960
572	13330	9933
573	13354	9911
574	13375	9886
575	13397	9861
576	13415	9835
577	13435	9809
578	13453	9782
579	13477	9759
580	13496	9733
581	13514	9706
582	13533	9680
583	13551	9653
584	13571	9627
585	13590	9601
586	13611	9576
587	13630	9550
588	13651	9525
589	13678	9505
590	13717	9493
591	13751	9477
592	13788	9463
593	13821	9447
594	13854	9430
595	13892	9416
596	13927	9401
597	13961	9385
598	13996	9370
599	14031	9354
600	14066	9338
601	14100	9322
602	14132	9304
603	14163	9285
604	14193	9267
605	14230	9252
606	14261	9233
607	14293	9215
608	14328	9199
609	14364	9183
610	14404	9170
611	14456	9165
612	14492	9149
613	14529	9134
614	14560	9115
615	14593	9097
616	14627	9079
617	14662	9063
618	14694	9044
619	14724	9024
620	14756	9006
621	14791	8989
622	14833	8976
623	14886	8970
624	14944	8966
625	14990	8955
626	15022	8936
627	15057	8919
628	15099	8905
629	15134	8888
630	15159	8865
631	15188	8843
632	15217	8822
633	15240	8797
634	15277	8781
635	15308	8761
636	15359	8752
637	15391	8732
638	15419	8711
639	15445	8688
640	15469	8663
641	15501	8644
642	15531	8623
643	15554	8598
644	15583	8577
645	15609	8553
646	15635	8530
647	15665	8509
648	15694	8487
649	15728	8469
650	15752	8444
651	15782	8423
652	15815	8403
653	15847	8384
654	15877	8362
655	15900	8338
656	15935	8319
657	15970	8300
658	15999	8279
659	16024	8255
660	16059	8236
661	16091	8215
662	16120	8193
663	16145	8169
664	16172	8147
665	16202	8125
666	16232	8104
667	16257	8080
668	16285	8057
669	16307	8032
670	16337	8010
671	16368	7989
672	16392	7964
673	16421	7942
674	16451	7920
675	16482	7899
676	16505	7874
677	16538	7854
678	16568	7832
679	16593	7808
680	16617	7784
681	16640	7758
682	16666	7735
683	16692	7711
684	16719	7688
685	16749	7666
686	16772	7641
687	16798	7618
688	16822	7593
689	16860	7574
690	16891	7553
691	16918	7530
692	16946	7507
693	16970	7482
694	16999	7460
695	17027	7437
696	17053	7413
697	17082	7391
698	17111	7368
699	17132	7342
700	17154	7317
701	17173	7290
702	17199	7266
703	17226	7242
704	17248	7217
705	17276	7194
706	17305	7171
707	17329	7147
708	17355	7123
709	17379	7098
710	17406	7075
711	17429	7050
712	17461	7028
713	17486	7004
714	17515	6981
715	17540	6957
716	17563	6932
717	17586	6907
718	17612	6883
719	17637	6858
720	17665	6835
721	17689	6811
722	17724	6790
723	17766	6772
724	17795	6750
725	17823	6726
726	17845	6701
727	17870	6677
728	17907	6656
729	17948	6638
730	17985	6618
731	18018	6596
732	18050	6575
733	18083	6553
734	18113	6530
735	18144	6508
736	18175	6485
737	18207	6464
738	18239	6441
739	18280	6422
740	18313	6400
741	18346	6379
742	18382	6358
743	18416	6336
744	18448	6314
745	18483	6293
746	18521	6273
747	18552	6250
748	18586	6228
749	18621	6207
750	18657	6186
751	18688	6163
752	18719	6140
753	18761	6121
754	18806	6102
755	18838	6080
756	18873	6058
757	18910	6037
758	18949	6016
759	18990	5996
760	19037	5978
761	19083	5960
762	19120	5939
763	19158	5918
764	19200	5898
765	19239	5877
766	19280	5857
767	19325	5837
768	19367	5817
769	19398	5794
770	19434	5772
771	19472	5750
772	19502	5727
773	19525	5701
774	19550	5675
775	19572	5649
776	19594	5623
777	19625	5599
778	19645	5573
779	19663	5546
780	19687	5520
781	19710	5494
782	19731	5468
783	19761	5444
784	19792	5420
785	19817	5395
786	19839	5369
787	19863	5344
788	19883	5317
789	19901	5290
790	19922	5263
791	19950	5239
792	19985	5216
793	20014	5192
794	20033	5165
795	20054	5139
796	20078	5114
797	20098	5087
798	20121	5061
799	20148	5037
800	20174	5012
801	20204	4988
802	20227	4962
803	20258	4938
804	20282	4913
805	20310	4888
806	20336	4863
807	20359	4837
808	20386	4813
809	20406	4786
810	20431	4761
811	20463	4737
812	20502	4715
813	20529	4691
814	20547	4664
815	20581	4640
816	20630	4621
817	20660	4596
818	20689	4572
819	20709	4545
820	20731	4520
821	20756	4494
822	20783	4469
823	20804	4443
824	20826	4417
825	20849	4391
826	20870	4365
827	20893	4340
828	20917	4314
829	20938	4288
830	20966	4263
831	20986	4237
832	21006	4211
833	21029	4185
834	21052	4160
835	21072	4133
836	21098	4108
837	21135	4085
838	21170	4062
839	21189	4036
840	21222	4012
841	21245	3986
842	21267	3960
843	21290	3935
844	21309	3908
845	21332	3883
846	21357	3857
847	21377	3831
848	21407	3807
849	21428	3781
850	21450	3755
851	21471	3729
852	21492	3703
853	21517	3678
854	21571	3658
855	21630	3638
856	21684	3618
857	21716	3594
858	21737	3568
859	21759	3542
860	21784	3516
861	21809	3491
862	21835	3466
863	21856	3440
864	21876	3414
865	21907	3389
866	21927	3363
867	21949	3337
868	21974	3312
869	21996	3286
870	22085	3270
871	22107	3245
872	22130	3219
873	22150	3193
874	22173	3167
875	22198	3142
876	22221	3116
877	22242	3090
878	22274	3066
879	22305	3041
880	22346	3018
881	22380	2994
882	22420	2970
883	22451	2946
884	22489	2922
885	22523	2898
886	22559	2873
887	22591	2849
888	22631	2825
889	22663	2801
890	22700	2777
891	22732	2752
892	22763	2727
893	22797	2703
894	22835	2678
895	22864	2653
896	22899	2629
897	22932	2604
898	22967	2580
899	22992	2554
900	23028	2530
901	23053	2504
902	23084	2479
903	23117	2454
904	23152	2430
905	23184	2405
906	23221	2380
907	23252	2356
908	23286	2331
909	23320	2306
910	23353	2281
911	23381	2256
912	23411	2230
913	23437	2205
914	23472	2180
915	23504	2155
916	23542	2130
917	23579	2106
918	23613	2081
919	23644	2056
920	23667	2030
921	23686	2003
922	23704	1977
923	23725	1951
924	23750	1925
925	23771	1899
926	23793	1873
927	23824	1848
928	23844	1822
929	23869	1796
930	23889	1770
931	23906	1744
932	23929	1718
933	23950	1692
934	23976	1666
935	24008	1641
936	24035	1616
937	24056	1590
938	24081	1564
939	24097	1538
940	24115	1512
941	24134	1486
942	24151	1459
943	24171	1433
944	24184	1407
945	24202	1381
946	24222	1355
947	24242	1329
948	24262	1303
949	24283	1278
950	24305	1252
951	24326	1226
952	24343	1200
953	24363	1174
954	24387	1149
955	24406	1123
956	24429	1097
957	24464	1072
958	24483	1046
959	24510	1021
960	24530	995
961	24550	969
962	24574	944
963	24600	918
964	24620	892
965	24642	867
966	24661	841
967	24680	815
968	24698	790
969	24722	764
970	24741	738
971	24761	713
972	24787	687
973	24806	662
974	24825	636
975	24854	611
976	24876	585
977	24896	560
978	24918	534
979	24936	508
980	24956	483
981	24982	457
982	25002	432
983	25022	406
984	25047	381
985	25067	355
986	25086	330
987	25111	304
988	25133	279
989	25151	254
990	25176	228
991	25218	203
992	25248	177
993	25285	152
994	25322	127
995	25354	101
996	25387	76
997	25422	50
998	25457	25
999	25491	0
